gene,logP
d_sym_935,0.8898070429064705
d_sym_939,1.760854661646263
d_sym_948,0.4161669616355463
d_sym_958,-0.08952321863440495
d_sym_961,-0.07851647133339736
d_sym_963,-0.365888578923981
d_sym_968,0.1253744735887041
d_sym_970,0.7645822551633374
d_sym_972,0.0066858542510007035
d_sym_976,-0.08073078650590211
d_sym_981,-0.7710161430214117
d_sym_994,0.014146503023985778
d_sym_996,0.8997484293652649
d_sym_999,-0.48862872868027063
d_sym_1002,-0.1879563259461232
d_sym_1019,0.11963248285113186
d_sym_1022,0.20839435773215903
d_sym_1044,1.4279009792545487
d_sym_1052,-8.42715483039795e-4
d_sym_1063,0.8325400005342058
d_sym_1067,-0.14047140370715233
d_sym_1070,0.8020074173146166
d_sym_1074,0.0021690536349441964
d_sym_1086,0.010862887484680728
d_sym_1093,0.12903612975543652
d_sym_1094,0.08974686675531603
d_sym_1103,-0.7215143398059722
d_sym_1105,0.0937557572255242
d_sym_1114,0.10728023141000823
d_sym_1120,-0.16915706399011343
d_sym_1121,0.23114227155549255
d_sym_1123,0.35564115709356514
d_sym_1124,0.5182335939083527
d_sym_1127,0.1307116111618861
d_sym_1134,0.4196110792158637
d_sym_1135,-0.16338668468943413
d_sym_1137,0.04777563219902643
d_sym_1138,-0.955461358684855
d_sym_1142,0.00804668804492328
d_sym_1158,0.43725141052130334
d_sym_1164,-0.2470966533259097
d_sym_1165,0.15604355260762684
d_sym_1167,0.07579615678084181
d_sym_1169,-0.11629055910814555
d_sym_1177,-1.2083783269792758
d_sym_1182,-0.011684785055224618
d_sym_1193,0.1742072888400659
d_sym_1196,0.08519541414568403
d_sym_1200,-0.35166708434950633
d_sym_1214,-0.7042504415703267
d_sym_1216,-0.15484393998315407
d_sym_1218,0.3816336293506316
d_sym_1219,0.3855655752753232
d_sym_1228,0.024711691553188427
d_sym_1231,-0.43795004141757765
d_sym_1240,0.05962765695473488
d_sym_1241,0.024211369636688816
d_sym_1252,0.3289132156882748
d_sym_1256,0.336833302413672
d_sym_1259,-0.10310709158497226
d_sym_1268,0.05553556850002503
d_sym_1270,-0.10684304651720707
d_sym_1272,0.11698095316114379
d_sym_1277,-0.5148413652004387
d_sym_1286,0.2905955978764127
d_sym_1291,-0.1540841315473723
d_sym_1293,0.476289558591369
d_sym_1295,-0.1831417049977254
d_sym_1316,-0.4722621640815339
d_sym_1343,0.08653487063415041
d_sym_1360,-0.2792619149688445
d_sym_1372,-0.5570106558980916
d_sym_1379,0.5023777006837433
d_sym_1391,0.20418516477692905
d_sym_1396,0.0950154313291992
d_sym_1398,-0.8440524074548124
d_sym_1411,0.009144782350477821
d_sym_1415,-0.3224911536373688
d_sym_1416,0.6181447388683748
d_sym_1418,0.1932059589889472
d_sym_1421,-0.1457008966922967
d_sym_1429,-0.08183905722279208
d_sym_1430,-0.08661046322501462
d_sym_1431,0.004057015350541665
d_sym_1433,-0.30792307306411
d_sym_1450,1.2130644147947742
d_sym_1451,-0.136947208271664
d_sym_1455,-0.31506974986599817
d_sym_1469,-0.12359158072657651
d_sym_1476,-0.0396805281617852
d_sym_1483,0.035950132566107997
d_sym_1487,0.14796541818660738
d_sym_1488,0.33270879307512186
d_sym_1489,0.7393938197174474
d_sym_1495,0.15920857597741284
d_sym_1503,0.22576829788115782
d_sym_1509,-0.2661989506993662
d_sym_1513,0.31703874116343544
d_sym_1517,0.7549748946771873
d_sym_1518,0.5082899741262907
d_sym_1520,-0.1740949567345873
d_sym_1521,0.2879418887890266
d_sym_1526,0.8383808911359826
d_sym_1527,-0.47969580022402514
d_sym_1532,-0.370415531662275
d_sym_1537,0.14382726127308554
d_sym_1539,0.11362045485681024
d_sym_1542,-0.1707698425031995
d_sym_1545,-0.23619525439916922
d_sym_1548,-0.025382516619866107
d_sym_1553,-0.17334759143181377
d_sym_1555,-0.7362895597823855
d_sym_1557,-0.8272564496968369
d_sym_1560,-0.15623689828035084
d_sym_1569,-0.030932894990346793
d_sym_1572,-0.059728854222869714
d_sym_1601,0.0829433375523314
d_sym_1605,-0.10133140164809655
d_sym_1606,0.10052963848712389
d_sym_1610,-0.43333634446864416
d_sym_1611,-0.279406290308788
d_sym_1616,-0.20397399459856738
d_sym_1621,-0.15574624285961075
d_sym_1622,0.41395781920195235
d_sym_1634,0.17475385793282808
d_sym_1643,0.6735467923500291
d_sym_1649,0.0795596499428264
d_sym_1650,0.3744765600791239
d_sym_1660,-0.17731879271008835
d_sym_1661,0.1561703225493285
d_sym_1675,-0.09061970170386704
d_sym_1683,-1.158883675783001
d_sym_1684,0.9009954268435274
d_sym_1686,0.01858749992008599
d_sym_1689,0.08073760581882246
d_sym_1693,1.310178397452543
d_sym_1695,0.08868058944787942
d_sym_1700,-0.3417660173557802
d_sym_1709,0.005794512337004905
d_sym_1710,-0.08437945631445647
d_sym_1722,1.1167260832909507
d_sym_1727,-0.7556261369433596
d_sym_1731,-0.35453145432400107
d_sym_1751,0.3095102042377695
d_sym_1760,1.3235704884338726
d_sym_1768,0.38593647688316207
d_sym_1769,0.10701007313221317
d_sym_1774,1.2918669459649532
d_sym_1776,-0.24078681146414121
d_sym_1783,0.05785202847728671
d_sym_1785,-0.5503610353830459
d_sym_1786,-0.25087288961202847
d_sym_1791,0.3273314673857692
d_sym_1792,0.24126869080897842
d_sym_1794,0.16393094911657535
d_sym_1795,0.6346355801840873
d_sym_1799,0.247221189074879
d_sym_1800,0.0763699558761425
d_sym_1810,-0.3232703030683389
d_sym_1818,0.10130129786987199
d_sym_1822,1.0120681268780458
d_sym_1827,0.30309413012055747
d_sym_1828,-0.7698346423280371
d_sym_1830,-0.3834279269997732
d_sym_1834,0.05799947293265354
d_sym_1846,-0.12514306136429354
d_sym_1854,-0.5734202231767255
d_sym_1859,0.4249667615224896
d_sym_1866,0.16026669362905413
d_sym_1873,0.5755063583562567
d_sym_1875,1.419782630376992
d_sym_1883,0.24250574443786221
d_sym_1897,-0.6623492220887192
d_sym_1917,-0.1430041556556348
d_sym_1921,-0.6640222599133273
d_sym_1926,0.41779360322044046
d_sym_1928,0.3577797289274311
d_sym_1932,0.28665638491411377
d_sym_1945,-0.285781442648314
d_sym_1946,-0.05501258048495827
d_sym_1963,-0.03213054793338562
d_sym_1965,-0.2582155007706753
d_sym_1966,-0.6233182304672112
d_sym_1968,-1.2052188822094168
d_sym_1972,-0.3292016925261506
d_sym_1973,0.07394333808327494
d_sym_1992,-0.06487998471298113
d_sym_1995,-0.43264425929128236
d_sym_1997,0.21704729180147825
d_sym_2012,0.04634552160788913
d_sym_2021,-0.12288232364987031
d_sym_2023,0.38675771308020335
d_sym_2027,-0.1891097163550426
d_sym_2040,-0.19353354210398674
d_sym_2043,-0.275253182427791
d_sym_2044,-0.05789695713340378
d_sym_2060,0.8972369912040452
d_sym_2065,-0.3345810691792769
d_sym_2073,0.3370869109927559
d_sym_2079,0.6108442822974939
d_sym_2081,0.3889961845082095
d_sym_2083,0.03216007307442204
d_sym_2086,-0.43982249764348424
d_sym_2093,-0.01915366751267625
d_sym_2119,-0.2022483924361529
d_sym_2121,0.915588744404418
d_sym_2131,0.03088842276217597
d_sym_2134,0.9113290259911601
d_sym_2137,0.3968910762233768
d_sym_2146,-0.3397532923311541
d_sym_2150,0.10884394254492223
d_sym_2152,0.2934849135876502
d_sym_2153,0.059117469636848816
d_sym_2154,0.054546734495171285
d_sym_2159,0.07443888600293766
d_sym_2164,0.21169787728598727
d_sym_2169,-0.09440174316729139
d_sym_2174,-0.05476584969278677
d_sym_2180,0.9607445378919038
d_sym_2181,1.1470519284756624
d_sym_2183,-0.34275541474785803
d_sym_2191,-0.807907735694188
d_sym_2192,-0.03106152703331026
d_sym_2202,1.0831142312282322
d_sym_2222,0.9097988368237727
d_sym_2229,-0.4515668284233256
d_sym_2250,0.16708507243752693
d_sym_2268,-0.2953433221634639
d_sym_2270,0.8470372512084512
d_sym_2276,-0.14139583587356136
d_sym_2283,0.35336117565369063
d_sym_2285,0.06956868664726512
d_sym_2300,-0.3003498102956231
d_sym_2305,-0.15933470375646977
d_sym_2314,0.27852144489072844
d_sym_2316,-0.06086544935772909
d_sym_2323,0.016192431840968045
d_sym_2326,-0.17802800328906798
d_sym_2329,1.8202186155340152
d_sym_2336,-0.8161210090893863
d_sym_2341,0.31971495056477917
d_sym_2346,0.5930310914631204
d_sym_2349,0.1838862024131424
d_sym_2353,-0.13103581670233347
d_sym_2367,-1.0133904215275356
d_sym_2368,0.08577236243034594
d_sym_2369,0.382650578388483
d_sym_2370,-0.020761919112741094
d_sym_2372,0.16240521392466545
d_sym_2377,0.076471472366962
d_sym_2379,-0.5415968087332561
d_sym_2385,-0.03929974100332077
d_sym_2386,1.3790848222066765
d_sym_2391,0.46967447020492054
d_sym_2394,0.281118474130378
d_sym_2408,0.026214166722775666
d_sym_2413,-0.18086231842782483
d_sym_2415,-0.5018157213494517
d_sym_2417,-0.2740833064608084
d_sym_2425,0.1350443650482177
d_sym_2438,-0.39347766415671004
d_sym_2439,-0.19906149155619784
d_sym_2445,0.799280017005116
d_sym_2455,0.1334552429619983
d_sym_2458,-0.006031869044523013
d_sym_2472,0.1616616840700846
d_sym_2475,0.6832886898920436
d_sym_2476,-0.7561245528590549
d_sym_2480,-0.05648782888078052
d_sym_2482,-0.088265929011029
d_sym_2484,0.1818365951836273
d_sym_2492,-0.0775224873901289
d_sym_2498,0.6090513555776018
d_sym_2499,-0.5317854070332952
d_sym_2501,0.4170652508269541
d_sym_2502,-0.6136604316035277
d_sym_2516,-0.3516598390680295
d_sym_2521,-0.08001883128369632
d_sym_2522,0.27081542052059954
d_sym_2524,0.4356183250941194
d_sym_2529,0.23545975947944073
d_sym_2531,0.44152923850200915
d_sym_2541,0.23150886626706652
d_sym_2543,0.13110124805003928
d_sym_2548,0.13986274131189336
d_sym_2551,0.025473399935844975
d_sym_2552,0.0026867633997104587
d_sym_2557,-0.13064164278869353
d_sym_2566,-0.26183220417039066
d_sym_2571,0.22282881943550764
d_sym_2578,-0.12374580855549286
d_sym_2590,0.08686170950852552
d_sym_2595,-0.520166796832486
d_sym_2604,1.5921925884025991
d_sym_2607,-0.020858063103539867
d_sym_2612,-0.05440690447340218
d_sym_2629,-0.4051390813048695
d_sym_2630,0.3469472116047595
d_sym_2638,-0.24974747355572352
d_sym_2651,0.17288003175249245
d_sym_2652,-0.09535412485866315
d_sym_2661,0.14454488208685085
d_sym_2663,0.2886156705051489
d_sym_2665,0.20655705790144196
d_sym_2676,0.732013271553899
d_sym_2678,0.7142251428558982
d_sym_2680,-0.6375171003548321
d_sym_2688,0.539076755748975
d_sym_2694,0.15712293801205923
d_sym_2696,0.02458102216993386
d_sym_2704,0.041942312526450296
d_sym_2705,-0.09057306162202179
d_sym_2707,0.22649377381852992
d_sym_2712,0.29028030958287243
d_sym_2718,-0.10961513292078001
d_sym_2727,0.4488398939419513
d_sym_2731,-0.3487430497109404
d_sym_2732,0.052800510522919675
d_sym_2733,0.17976205248227148
d_sym_2737,0.4551169028084071
d_sym_2738,0.20035536479811925
d_sym_2743,0.3300130893621111
d_sym_2745,0.3153787257708208
d_sym_2747,1.2088173942199474
d_sym_2753,-0.23431682028953374
d_sym_2759,0.863213903967593
d_sym_2762,0.1795839795206648
d_sym_2763,-0.00297427017072409
d_sym_2766,0.28873543477810093
d_sym_2774,0.6381766810114811
d_sym_2778,-0.10947287323701525
d_sym_2779,-0.28138605513188003
d_sym_2785,0.11798909110335827
d_sym_2786,0.11853647255735562
d_sym_2791,-0.14581276415961536
d_sym_2799,0.22635127482170658
d_sym_2818,0.09472950238850472
d_sym_2826,-0.10680716098803807
d_sym_2830,2.090984244875499
d_sym_2842,-0.05060837676600291
d_sym_2848,0.17540480007436288
d_sym_2856,0.004860244232697872
d_sym_2868,0.821616148923669
d_sym_2877,-0.37256386558985605
d_sym_2881,-0.09447601271983212
d_sym_2882,0.30377750957445154
d_sym_2890,-0.018418795013216197
d_sym_2899,0.23397865580355773
d_sym_2900,-0.5670484878724407
d_sym_2903,-0.10185872741961828
d_sym_2911,0.03953505440029154
d_sym_2921,0.6694918716522446
d_sym_2922,-0.15581236015428906
d_sym_2930,0.07314747210837162
d_sym_2933,-0.9135361139319257
d_sym_2939,-0.4057629222597923
d_sym_2941,0.25537400929267323
d_sym_2942,-0.09920241173869662
d_sym_2943,0.09590217254673088
d_sym_2948,-0.09659590334293253
d_sym_2953,0.706350192957948
d_sym_2957,-0.9305575593646422
d_sym_2958,-0.6201636691895099
d_sym_2963,0.05734101662129181
d_sym_2965,-0.7409833257728587
d_sym_2972,0.07434794571739713
d_sym_2973,-0.15812401561149023
d_sym_2977,-0.2834277008586411
d_sym_2990,-0.20583931389117438
d_sym_2996,0.03834701749000035
d_sym_2997,0.47274661128678463
d_sym_3013,-0.22412896616691466
d_sym_3033,-0.28403539282905504
d_sym_3036,-0.5898751986415529
d_sym_3038,-0.1338838587931133
d_sym_3048,-0.968717767389285
d_sym_3052,0.09829101437226984
d_sym_3053,-0.6421305023865198
d_sym_3059,-0.38758558851575
d_sym_3083,0.21235970888177697
d_sym_3091,0.2141675421301498
d_sym_3093,0.044961787342318635
d_sym_3102,-0.17065607999921026
d_sym_3125,0.11372735244710835
d_sym_3135,-0.0853598145774165
d_sym_3139,-0.7147285038268208
d_sym_3140,1.028826587758952
d_sym_3144,-0.21531373392548525
d_sym_3145,0.20616497443474158
d_sym_3154,0.36180061323284607
d_sym_3165,0.14647671050808825
d_sym_3179,0.04630135677525367
d_sym_3186,0.20514613807781296
d_sym_3193,0.6713205578196378
d_sym_3198,0.5265412596115244
d_sym_3203,0.20017904325336403
d_sym_3207,0.009396910783009518
d_sym_3210,1.3271142732207926
d_sym_3212,0.41965854544844144
d_sym_3219,-1.026930348827416
d_sym_3221,-0.47362103799560734
d_sym_3229,0.06053011674533399
d_sym_3236,-0.23453113466763312
d_sym_3240,0.11769911966977718
d_sym_3248,0.8953830036816484
d_sym_3250,-0.02723380896839578
d_sym_3251,0.23632475779769366
d_sym_3262,1.1430107767532267
d_sym_3265,0.11348698587086477
d_sym_3267,-0.10929423666090174
d_sym_3271,0.32840939522519724
d_sym_3286,0.02029988794737641
d_sym_3299,0.22798151331282318
d_sym_3310,-0.1553502060677903
d_sym_3317,-0.22531855862069736
d_sym_3320,0.3342490611480424
d_sym_3336,-0.05434883148429279
d_sym_3337,-0.15423356703497462
d_sym_3338,0.19986724684465165
d_sym_3355,1.0279377891907746
d_sym_3356,0.3239721738158822
d_sym_3365,-1.2133305432193473
d_sym_3382,-0.2980726860718199
d_sym_3384,0.10017280918479857
d_sym_3390,0.10114827681675362
d_sym_3391,-0.05003240733160518
d_sym_3393,0.1204956512171628
d_sym_3397,-0.6651404726710429
d_sym_3401,0.06310586199026742
d_sym_3406,-0.4842309410059925
d_sym_3411,-0.010110012297621058
d_sym_3412,-0.2646884248053944
d_sym_3416,-0.6718712575336373
d_sym_3422,0.1293722519861315
d_sym_3423,0.12262029519614846
d_sym_3425,0.7974218344506983
d_sym_3436,0.07187638563004402
d_sym_3439,0.6365341460326137
d_sym_3443,-0.28099349579490707
d_sym_3447,-0.7880465202853129
d_sym_3453,0.2960576328618019
d_sym_3454,-0.05151889372698882
d_sym_3458,-0.21110949378783372
d_sym_3462,0.2581251428708351
d_sym_3467,0.09525785304473151
d_sym_3469,-0.270511377733206
d_sym_3470,-0.42024920296456647
d_sym_3473,-0.011584110754823755
d_sym_3474,0.019196813640153725
d_sym_3477,-0.032792478801281416
d_sym_3491,0.12245538998572805
d_sym_3492,-0.11844371928661131
d_sym_3493,0.46087512469542197
d_sym_3498,-0.13972111557613806
d_sym_3500,-0.053561807901618554
d_sym_3509,0.15420418750381415
d_sym_3511,-1.241819895363628
d_sym_3519,0.20690449622150406
d_sym_3533,-0.1346816345357216
d_sym_3538,-0.18291070798867987
d_sym_3539,0.00107670203057294
d_sym_3548,0.1718685580323981
d_sym_3550,-0.6038157709723021
d_sym_3556,-0.30372404718219287
d_sym_3557,-0.9456508961160147
d_sym_3562,-0.3503512107433461
d_sym_3564,0.10437129088760014
d_sym_3565,-0.345655826660327
d_sym_3566,0.4286542286835899
d_sym_3569,-0.012171662346170785
d_sym_3570,-0.30814718320054396
d_sym_3577,0.017271946878277895
d_sym_3582,-0.5011669346782908
d_sym_3586,0.052925444852052396
d_sym_3587,0.3348098344689116
d_sym_3590,-0.36766240351866647
d_sym_3598,0.6251879245484706
d_sym_3601,0.4772339207025481
d_sym_3608,-0.024763771345540975
d_sym_3618,-0.049041998658560605
d_sym_3619,-0.35538091666895416
d_sym_3622,-0.1950202201943566
d_sym_3626,0.04317751620735692
d_sym_3636,-0.13810760367230526
d_sym_3641,0.3811564790841096
d_sym_3654,-1.8935620573553589
d_sym_3672,0.46412728313037405
d_sym_3683,0.052101385379219954
d_sym_3691,0.12861465212924975
d_sym_3694,-0.06321820459741927
d_sym_3699,0.41182947972384687
d_sym_3700,-0.12679011420208539
d_sym_3705,-0.23231552656639132
d_sym_3708,-0.2580448507955836
d_sym_3709,-0.577047330336528
d_sym_3712,-0.10788871605327811
d_sym_3720,0.43273714815214587
d_sym_3723,-0.5633133289329345
d_sym_3725,0.38339429835529243
d_sym_3741,0.1014852696937807
d_sym_3743,-0.06238848558302378
d_sym_3745,0.23484349903632495
d_sym_3746,-0.16337497905027912
d_sym_3747,-0.46689001098961314
d_sym_3750,-0.6727488000683604
d_sym_3753,0.17699981578300625
d_sym_3760,0.4199122655272213
d_sym_3765,-0.028790652983223697
d_sym_3785,-0.4226254046103201
d_sym_3822,-0.6534520615131981
d_sym_3827,0.18989146843377713
d_sym_3831,0.4232683823108198
d_sym_3837,0.09017547013041151
d_sym_3844,0.059339820901838175
d_sym_3860,1.6314993408285376
d_sym_3861,-0.4404010809154415
d_sym_3864,0.06091337937334543
d_sym_3866,0.5368906306298389
d_sym_3869,0.10928314340840205
d_sym_3870,-0.326320119189384
d_sym_3876,-0.4928876624656582
d_sym_3885,0.052083558211188014
d_sym_3896,-0.39506330952314134
d_sym_3902,0.11118268071980712
d_sym_3903,0.33016069671528764
d_sym_3910,-0.3569430687171246
d_sym_3911,0.14004496517635856
d_sym_3915,-0.21316043165312495
d_sym_3916,0.6839850495621469
d_sym_3920,-1.7153485321898136
d_sym_3942,0.20484684475287612
d_sym_3952,-0.3212246220615608
d_sym_3961,-0.3842368463506136
d_sym_3976,0.1597993960930019
d_sym_3977,-0.03339983570638073
d_sym_3999,-0.22044811453019733
d_sym_4000,-0.16483820852298806
d_sym_4011,0.05755409338884691
d_sym_4015,0.26811511094856233
d_sym_4016,-0.025382897260110324
d_sym_4021,-0.8474982463786335
d_sym_4023,0.0027990014599632886
d_sym_4057,-0.045208783396012184
d_sym_4058,-0.8812420625935437
d_sym_4068,0.18946663230163088
d_sym_4072,-0.024163065587733436
d_sym_4074,-0.03258839138841369
d_sym_4081,0.03832301094053986
d_sym_4087,-0.9115682164144434
d_sym_4099,-0.28944662693348205
d_sym_4101,0.08986207691029648
d_sym_4102,-0.5465139322779284
d_sym_4114,0.03210869765526487
d_sym_4116,-0.4544741480788187
d_sym_4118,-0.2317928414469385
d_sym_4131,-0.3434916021942558
d_sym_4135,0.018045162876700205
d_sym_4142,-0.16053475264444178
d_sym_4145,0.034208453938547115
d_sym_4150,0.20341721092854728
d_sym_4161,0.017494284112320103
d_sym_4170,-0.8465111832143299
d_sym_4171,-0.09000957490390137
d_sym_4172,0.6958115264093205
d_sym_4178,0.31258086887208086
d_sym_4182,-0.18296540486105353
d_sym_4192,0.7728220529141014
d_sym_4200,0.0840928258348368
d_sym_4218,-0.1373728244695234
d_sym_4226,0.6774038676051352
d_sym_4229,0.8869417856352045
d_sym_4250,0.0320461159259471
d_sym_4252,-0.00136174072782377
d_sym_4272,0.29996717048079913
d_sym_4273,0.07120269521892982
d_sym_4274,-0.4090193392018934
d_sym_4281,0.5818630427987745
d_sym_4285,-0.30194878896092964
d_sym_4286,-0.18703834967671204
d_sym_4287,0.6553645783015501
d_sym_4289,-0.06299382648910536
d_sym_4297,-0.19283799129759444
d_sym_4300,0.07846425192028686
d_sym_4305,0.635322294260021
d_sym_4309,-0.12764300518307817
d_sym_4318,0.959143519139392
d_sym_4326,-0.625487508189626
d_sym_4330,-0.1721497969239991
d_sym_4332,0.32080633027937455
d_sym_4349,-0.2770277897636799
d_sym_4352,0.009923652699789726
d_sym_4358,0.22867482488413554
d_sym_4365,-0.5145917617679869
d_sym_4366,-0.32873511375984826
d_sym_4372,0.012375541179499112
d_sym_4393,0.24157249853334553
d_sym_4396,-0.12226903409393447
d_sym_4402,-0.11386411199325717
d_sym_4406,-0.2194882756013917
d_sym_4407,-0.5732230186031624
